Accn	Pfam	Pfam_desc	CDD	CDD_desc	InterPro	InterPro_desc	GO	KEGG	EC	TIGRFAM	TIGRFAM_desc	HAMAP	HAMAP_desc	CAZy	KoFamScan
k141_4977_75705_77762_-	PF00533;PF01653;PF03119;PF03120;PF12826;PF14520	BRCA1 C Terminus (BRCT) domain;NAD-dependent DNA ligase adenylation domain;NAD-dependent DNA ligase C4 zinc finger domain;NAD-dependent DNA ligase OB-fold domain;Helix-hairpin-helix motif;Helix-hairpin-helix domain			IPR001679;IPR001357;IPR013839;IPR004149;IPR004150;IPR041663;-	NAD-dependent DNA ligase;BRCT domain;NAD-dependent DNA ligase, adenylation;Zinc-finger, NAD-dependent DNA ligase C4-type;NAD-dependent DNA ligase, OB-fold;DisA/LigA, helix-hairpin-helix motif;-	GO:0003911;GO:0006260;GO:0006281;-			TIGR00575	dnlj: DNA ligase, NAD-dependent	MF_01588	DNA ligase [ligA].		K01972
k141_4977_77792_78504_-	PF13398	Peptidase M50B-like			-	-									
k141_4977_78696_79582_-	PF01520	N-acetylmuramoyl-L-alanine amidase			IPR002508	N-acetylmuramoyl-L-alanine amidase, catalytic domain	GO:0008745;GO:0009253								K01448
k141_4977_79810_80799_-	PF03418	Germination protease			IPR005080	Peptidase A25, germination protease	GO:0006508;GO:0008233;GO:0009847			TIGR01441	GPR: GPR endopeptidase	MF_00626	Germination protease [gpr].		K06012
k141_4977_81034_81303_+	PF01649	Ribosomal protein S20			IPR002583	Ribosomal protein S20	GO:0003723;GO:0003735;GO:0005840;GO:0006412			TIGR00029	S20: ribosomal protein bS20	MF_00500	30S ribosomal protein S20 [rpsT].		K02968
k141_4977_81393_82399_-	PF06144	DNA polymerase III, delta subunit			IPR010372;IPR005790	DNA polymerase III delta, N-terminal;DNA polymerase III, delta subunit	GO:0003677;GO:0003887;GO:0006260;GO:0009360			TIGR01128	holA: DNA polymerase III, delta subunit				K02340
k141_4977_8254_10425_-	PF00905;PF03717;PF03793	Penicillin binding protein transpeptidase domain;Penicillin-binding Protein dimerisation domain;PASTA domain			IPR001460;IPR005311;IPR005543	Penicillin-binding protein, transpeptidase;Penicillin-binding protein, dimerisation domain;PASTA domain	GO:0008658;-								K08384;K03587
k141_4977_82550_82995_-															
k141_4977_83005_84426_-	PF08245	Mur ligase middle domain			IPR005762;IPR013221	UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD;Mur ligase, central	GO:0005524;GO:0005737;GO:0008360;GO:0008764;GO:0051301;GO:0009058;GO:0016881			TIGR01087	murD: UDP-N-acetylmuramoylalanine--D-glutamate ligase	MF_00639	UDP-N-acetylmuramoylalanine--D-glutamate ligase [murD].		K01925
k141_4977_84552_85121_-															
k141_4977_85427_85537_+															
k141_4977_85647_85889_+															
k141_4977_85951_86280_+															
k141_4977_86454_86780_+															
k141_4977_87143_89314_-	PF01547	Bacterial extracellular solute-binding protein			IPR006059	Bacterial extracellular solute-binding protein	-								
k141_4977_89558_91759_-	PF01694;PF02631;PF13181	Rhomboid family;RecX family;Tetratricopeptide repeat			IPR003783;IPR022764;IPR019734	Regulatory protein RecX;Peptidase S54, rhomboid domain;Tetratricopeptide repeat	GO:0006282;GO:0004252;GO:0016020;GO:0005515					MF_01114	Regulatory protein RecX [recX].		K19225;K03565
k141_4977_91852_91953_+															
k141_4977_92164_93213_-	PF00154	recA bacterial DNA recombination protein			IPR013765	DNA recombination and repair protein RecA	GO:0003697;GO:0005524;GO:0006281			TIGR02012	tigrfam_recA: protein RecA	MF_00268	Protein RecA [recA].		K03553
k141_4977_93314_96177_-	PF00994;PF02464;PF03023;PF18146	Probable molybdopterin binding domain;Competence-damaged protein;Lipid II flippase MurJ;Damage-inducible protein CinA KH domain			IPR008135;IPR004268;IPR001453;IPR008136;IPR041424	Competence-induced protein CinA;Peptidoglycan biosynthesis protein MurJ;MoaB/Mog domain;CinA, C-terminal;CinA, KH domain	-			TIGR00177;TIGR00199;TIGR00200;TIGR01695	molyb_syn: molybdenum cofactor synthesis domain;PncC_domain: amidohydrolase, PncC family;cinA_nterm: competence/damage-inducible protein CinA N-terminal domain;murJ_mviN: murein biosynthesis integral membrane protein MurJ	MF_00226_B;MF_02078	Putative competence-damage inducible protein [cinA].;Probable lipid II flippase MurJ [murJ].		K03742;K03980;K03743
k141_4977_96414_97367_+	PF00056;PF02866	lactate/malate dehydrogenase, NAD binding domain;lactate/malate dehydrogenase, alpha/beta C-terminal domain			IPR011304;IPR001236;IPR022383	L-lactate dehydrogenase;Lactate/malate dehydrogenase, N-terminal;Lactate/malate dehydrogenase, C-terminal	GO:0004459;GO:0005737;GO:0016491;GO:0016616			TIGR01771	L-LDH-NAD: L-lactate dehydrogenase	MF_00488	L-lactate dehydrogenase [ldh].		K00016
k141_4977_97489_99640_+	PF01882;PF07726;PF17863	Protein of unknown function DUF58;ATPase family associated with various cellular activities (AAA);AAA lid domain			IPR002881;IPR011703;IPR041628	Domain of unknown function DUF58;ATPase, AAA-3;ChlI/MoxR, AAA lid domain	-;GO:0005524;GO:0016887								K03924
k141_4977_99674_102346_+	PF01841;PF13559	Transglutaminase-like superfamily;Domain of unknown function (DUF4129)			IPR002931;IPR025403	Transglutaminase-like;Domain of unknown function DUF4129	-								K22452
k141_4985_1202_3156_-	PF07591;PF14021	Pretoxin HINT domain;Tuberculosis necrotizing toxin			-;IPR025331	-;Tuberculosis necrotizing toxin	GO:0061810								
k141_4985_1_281_-	PF13403	Hint domain			IPR028992	Hedgehog/Intein (Hint) domain	-								
k141_4985_3183_3304_+															
k141_4985_495_1097_-															
k141_4992_1_1163_+															
k141_4996_1_212_-	PF12838	4Fe-4S dicluster domain			IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	-								K00176
k141_4996_217_849_-															
k141_4996_851_6026_-	PF00871;PF01515;PF02463;PF20143	Acetokinase family;Phosphate acetyl/butaryl transferase;RecF/RecN/SMC N terminal domain;ATP-NAD kinase C-terminal domain			IPR011245;IPR000890;IPR002505;IPR003395;-	Butyrate kinase;Aliphatic acid kinase, short-chain;Phosphate acetyl/butaryl transferase;RecF/RecN/SMC, N-terminal;-	GO:0005524;GO:0005737;GO:0016310;GO:0047761;GO:0016301;GO:0016774;GO:0016746;-			TIGR02707	butyr_kinase: butyrate kinase	MF_00542	Probable butyrate kinase [buk].		K00929;K03631;K00925;K00858
k141_5002_1_742_+	PF02080;PF02254	TrkA-C domain;TrkA-N domain			IPR006037;IPR003148	Regulator of K+ conductance, C-terminal;Regulator of K+ conductance, N-terminal	GO:0006813;GO:0008324								
k141_5002_1955_3253_-	PF00113;PF03952	Enolase, C-terminal TIM barrel domain;Enolase, N-terminal domain			IPR000941;IPR020810;IPR020811	Enolase;Enolase, C-terminal TIM barrel domain;Enolase, N-terminal	GO:0000015;GO:0000287;GO:0004634;GO:0006096;-			TIGR01060	eno: phosphopyruvate hydratase	MF_00318	Enolase [eno].		K01689
k141_5002_3286_5774_-	PF01558;PF01855;PF02775;PF17147	Pyruvate ferredoxin/flavodoxin oxidoreductase;Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg;Thiamine pyrophosphate enzyme, C-terminal TPP binding domain;Pyruvate:ferredoxin oxidoreductase core domain II			IPR019752;IPR002880;IPR011766;IPR033412	Pyruvate/ketoisovalerate oxidoreductase, catalytic domain;Pyruvate flavodoxin/ferredoxin oxidoreductase, pyrimidine binding domain;Thiamine pyrophosphate enzyme, C-terminal TPP-binding;Pyruvate:ferredoxin oxidoreductase, core domain II	GO:0016903;GO:0016491;GO:0003824;GO:0030976;-								K00174;K00175;K00177
k141_5002_5786_6882_-	PF01026;PF14697	TatD related DNase;4Fe-4S dicluster domain			IPR001130;-;IPR015991	3'-5' ssDNA/RNA exonuclease TatD-like;-;Uncharacterised hydrolase TatD-type	GO:0016788;GO:0004536			TIGR00010	TIGR00010: hydrolase, TatD family				K03424;K00176
k141_5002_6898_8820_-	PF01588;PF09334	Putative tRNA binding domain;tRNA synthetases class I (M)			IPR023457;IPR002547;IPR015413;IPR014758;IPR004495	Methionine-tRNA synthetase, type 2;tRNA-binding domain;Methionyl/Leucyl tRNA synthetase;Methionyl-tRNA synthetase;Methionyl-tRNA synthetase, beta subunit, C-terminal	GO:0004825;GO:0000049;GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0006431			TIGR00398;TIGR00399	metG: methionine--tRNA ligase;metG_C_term: methionine--tRNA ligase, beta subunit	MF_01228	Methionine--tRNA ligase [metG].		K01874
k141_5002_746_1933_-	PF01729;PF17956	Quinolinate phosphoribosyl transferase, C-terminal domain;Nicotinate phosphoribosyltransferase C-terminal domain			IPR002638;IPR041619	Quinolinate phosphoribosyl transferase, C-terminal;Nicotinate phosphoribosyltransferase C-terminal domain	GO:0004514;GO:0009435;-								K00763
k141_5002_9014_9191_+															
k141_5023_1583_2815_+	PF01546;PF07687	Peptidase family M20/M25/M40;Peptidase dimerisation domain			IPR010161;IPR002933;IPR011650	Peptidase M20B, tripeptide aminopeptidase;Peptidase M20;Peptidase M20, dimerisation domain	GO:0006518;GO:0008270;GO:0045148;GO:0016787;-			TIGR01882	peptidase-T: peptidase T	MF_00550	Peptidase T [pepT].		K01258
k141_5023_1_66_+															
k141_5023_245_1544_+	PF09862;PF13349	Protein of unknown function (DUF2089);Putative adhesin			IPR018658;IPR025164	Protein of unknown function DUF2089;Putative adhesin	-								K11621
k141_5023_2887_5011_-	PF00004;PF01557;PF12002;PF16193	ATPase family associated with various cellular activities (AAA);Fumarylacetoacetate (FAA) hydrolase family;MgsA AAA+ ATPase C terminal;AAA C-terminal domain			IPR003959;IPR011234;IPR021886;IPR032423	ATPase, AAA-type, core;Fumarylacetoacetase-like, C-terminal;MgsA AAA+ ATPase C-terminal;AAA C-terminal domain	GO:0005524;GO:0016887;GO:0003824;-								K07478;K05921
k141_5023_5158_7350_+	PF00122;PF00403;PF00702	E1-E2 ATPase;Heavy-metal-associated domain;haloacid dehalogenase-like hydrolase			-;IPR006121;IPR001757;IPR027256	-;Heavy metal-associated domain, HMA;P-type ATPase;P-type ATPase, subfamily IB	GO:0046872;GO:0005215;GO:0005524;GO:0016020;GO:0016887;GO:0006812;GO:0019829			TIGR01494;TIGR01525	ATPase_P-type: HAD ATPase, P-type, family IC;ATPase-IB_hvy: heavy metal translocating P-type ATPase				K01533
k141_5023_7360_7557_+	PF04945	YHS domain			IPR007029	YHS domain	-								
k141_5023_7566_8285_+	PF01177	Asp/Glu/Hydantoin racemase			IPR015942;IPR004380	Asp/Glu/hydantoin racemase;Aspartate racemase	GO:0006807;GO:0036361;GO:0047661			TIGR00035	asp_race: aspartate racemase				K01779
k141_5023_8380_8480_-															
k141_5027_1_916_-															
k141_5027_982_1476_-															
k141_503_1_1809_-	PF01380;PF13522	SIS domain;Glutamine amidotransferase domain			IPR005855;IPR001347;-	Glucosamine-fructose-6-phosphate aminotransferase, isomerising;SIS domain;-	GO:0004360;GO:1901137;GO:0097367;GO:1901135			TIGR01135	glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)	MF_00164	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] [glmS].		K00820
k141_503_1829_5815_-	PF00408;PF00696;PF02457;PF02878;PF02879;PF02880	Phosphoglucomutase/phosphomannomutase, C-terminal domain;Amino acid kinase family;DisA bacterial checkpoint controller nucleotide-binding;Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I;Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II;Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III			IPR034701;IPR005843;IPR001048;IPR003390;IPR005844;IPR005845;IPR005846	Diadenylate cyclase CdaA;Alpha-D-phosphohexomutase, C-terminal;Aspartate/glutamate/uridylate kinase;DNA integrity scanning protein, DisA, N-terminal;Alpha-D-phosphohexomutase, alpha/beta/alpha domain I;Alpha-D-phosphohexomutase, alpha/beta/alpha domain II;Alpha-D-phosphohexomutase, alpha/beta/alpha domain III	GO:0004016;GO:0006171;GO:0016868;GO:0071704;-;GO:0005975			TIGR00159	TIGR00159: TIGR00159 family protein	MF_01499	Diadenylate cyclase [dacA].		K03431;K00926;K18672
k141_5038_10821_11673_-	PF05239;PF12804	PRC-barrel domain;MobA-like NTP transferase domain			IPR027275;IPR025877;IPR005245	PRC-barrel domain;MobA-like NTP transferase;Conserved hypothetical protein CHP00454	-			TIGR00454	TIGR00454: TIGR00454 family protein				K19712
k141_5038_1_131_+															
k141_5038_11688_14754_-	PF00582;PF01699;PF09887	Universal stress protein family;Sodium/calcium exchanger protein;Uncharacterized protein conserved in archaea (DUF2114)			IPR006016;IPR004837;IPR008303;IPR004481	UspA;Sodium/calcium exchanger membrane region;Putative methanogenesis marker protein 14;Sodium/potassium/calcium exchanger	-;GO:0016020;GO:0055085			TIGR00367;TIGR03285	TIGR00367: K+-dependent Na+/Ca+ exchanger homolog;methan_mark_14: putative methanogenesis marker protein 14				K07301
k141_5038_14872_16286_-	PF02007;PF04210;PF09472	Tetrahydromethanopterin S-methyltransferase MtrH subunit;Tetrahydromethanopterin S-methyltransferase, subunit G;Tetrahydromethanopterin S-methyltransferase, F subunit (MtrF)			IPR005866;IPR028342;IPR023467;IPR013347	Tetrahydromethanopterin S-methyltransferase, subunit G;Tetrahydromethanopterin S-methyltransferase subunit H;Tetrahydromethanopterin S-methyltransferase, subunit H/Methyltransferase Mtx, subunit H;Tetrahydromethanopterin S-methyltransferase, F subunit	GO:0015948;GO:0016020;GO:0030269;-;GO:0006730;GO:0008168			TIGR01114;TIGR01149;TIGR02507	mtrH: N5-methyltetrahydromethanopterin:coenzyme M methyltransferase subunit H;mtrG: tetrahydromethanopterin S-methyltransferase, subunit G;MtrF: tetrahydromethanopterin S-methyltransferase, F subunit	MF_01500;MF_01501	Tetrahydromethanopterin S-methyltransferase subunit G [mtrG].;Tetrahydromethanopterin S-methyltransferase subunit H [mtrH].		K00584;K00583;K00582
k141_5038_16299_17015_-	PF04208	Tetrahydromethanopterin S-methyltransferase, subunit A			IPR005778;IPR030688	Tetrahydromethanopterin S-methyltransferase subunit A, MtrA;Methyltransferase MtrA/MtxA	GO:0006814;GO:0030269;GO:0050897;-			TIGR01111	mtrA: tetrahydromethanopterin S-methyltransferase, subunit A	MF_01093	Tetrahydromethanopterin S-methyltransferase subunit A [mtrA].		K00577
k141_5038_169_2720_-	PF04422;PF04432;PF13534	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term;Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus;4Fe-4S dicluster domain			IPR007516;IPR007525;-	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, N-terminal;Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal;-	-								K00125
k141_5038_17028_17330_-	PF05440	Tetrahydromethanopterin S-methyltransferase subunit B			IPR008690	Tetrahydromethanopterin S-methyltransferase subunit B	GO:0015948;GO:0016020;GO:0030269			TIGR04166	methano_MtrB: tetrahydromethanopterin S-methyltransferase, subunit B	MF_01094	Tetrahydromethanopterin S-methyltransferase subunit B [mtrB].		K00578
k141_5038_17343_18847_-	PF04207;PF04211	Tetrahydromethanopterin S-methyltransferase, subunit D;Tetrahydromethanopterin S-methyltransferase, subunit C			IPR005865;IPR005779	Tetrahydromethanopterin S-methyltransferase, subunit C;Tetrahydromethanopterin S-methyltransferase, subunit D	GO:0015948;GO:0016020;GO:0030269;GO:0005737;GO:0006814;GO:0012506			TIGR01112;TIGR01148	mtrD: tetrahydromethanopterin S-methyltransferase, subunit D;mtrC: tetrahydromethanopterin S-methyltransferase, subunit C	MF_01096;MF_01097	Tetrahydromethanopterin S-methyltransferase subunit C [mtrC].;Tetrahydromethanopterin S-methyltransferase subunit D [mtrD].		K00579;K00580
k141_5038_18848_19735_-	PF04206	Tetrahydromethanopterin S-methyltransferase, subunit E			IPR005780	Tetrahydromethanopterin S-methyltransferase, subunit E	GO:0005737;GO:0006814;GO:0012506;GO:0030269			TIGR01113	mtrE: tetrahydromethanopterin S-methyltransferase, subunit E	MF_01098	Tetrahydromethanopterin S-methyltransferase subunit E [mtrE].		K00581
k141_5038_19819_21471_-	PF02249;PF02745	Methyl-coenzyme M reductase alpha subunit, C-terminal domain;Methyl-coenzyme M reductase alpha subunit, N-terminal domain			IPR009047;IPR003183;IPR016212	Methyl-coenzyme M reductase, alpha subunit, C-terminal;Methyl-coenzyme M reductase, alpha subunit, N-terminal;Methyl coenzyme M reductase, alpha subunit	GO:0015948;GO:0050524			TIGR03256	met_CoM_red_alp: methyl-coenzyme M reductase, alpha subunit				K00399
k141_5038_21491_23276_-	PF02240;PF02505	Methyl-coenzyme M reductase gamma subunit;Methyl-coenzyme M reductase operon protein D			IPR003178;IPR003901;IPR007687	Methyl-coenzyme M reductase, gamma subunit;Methyl-coenzyme M reductase, protein D;Methyl-coenzyme M reductase, protein C	GO:0015948;GO:0050524;-			TIGR03259;TIGR03260;TIGR03264	met_CoM_red_gam: methyl-coenzyme M reductase, gamma subunit;met_CoM_red_D: methyl-coenzyme M reductase operon protein D;met_CoM_red_C: methyl-coenzyme M reductase I operon protein C				K00402;K03421;K03422
k141_5038_23308_24639_-	PF02241;PF02783	Methyl-coenzyme M reductase beta subunit, C-terminal domain;Methyl-coenzyme M reductase beta subunit, N-terminal domain			IPR022679;IPR022680;IPR003179	Methyl-coenzyme M reductase, beta subunit, C-terminal;Methyl-coenzyme M reductase, beta subunit, N-terminal;Methyl-coenzyme M reductase, beta subunit	GO:0050524;GO:0015948			TIGR03257	met_CoM_red_bet: methyl-coenzyme M reductase, beta subunit				K00401
k141_5038_25001_27537_+	PF04055	Radical SAM superfamily			IPR007197;IPR017672;IPR023979	Radical SAM;Radical SAM methyltransferase MA_4551-like;Conserved hypothetical protein CHP04014, B12-binding/radical SAM-type	GO:0003824;GO:0051536;-			TIGR03278;TIGR04014	methan_mark_10: methanogenesis marker radical SAM protein;B12_SAM_MJ_0865: B12-binding domain/radical SAM domain protein, MJ_0865 family				
k141_5038_27559_30191_-	PF00037;PF01545;PF01656;PF02579;PF16916	4Fe-4S binding domain;Cation efflux family;CobQ/CobB/MinD/ParA nucleotide binding domain;Dinitrogenase iron-molybdenum cofactor;Dimerisation domain of Zinc Transporter			IPR017896;IPR002524;IPR002586;IPR003731;IPR027470	4Fe-4S ferredoxin-type, iron-sulphur binding domain;Cation efflux protein;CobQ/CobB/MinD/ParA nucleotide binding domain;Dinitrogenase iron-molybdenum cofactor biosynthesis;Cation efflux protein, cytoplasmic domain	-;GO:0006812;GO:0008324;GO:0016020;GO:0055085			TIGR01297	CDF: cation diffusion facilitator family transporter				
k141_5038_30359_30693_+															
k141_5038_30700_30888_+															
k141_5038_3092_3187_+															
k141_5038_30959_32676_-	PF02001;PF02579;PF10609	Protein of unknown function  DUF134;Dinitrogenase iron-molybdenum cofactor;NUBPL iron-transfer P-loop NTPase			IPR019591;IPR002852;IPR003731;IPR033756	Mrp/NBP35 ATP-binding protein;Uncharacterised protein family UPF0251;Dinitrogenase iron-molybdenum cofactor biosynthesis;Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35	GO:0005524;GO:0016226;GO:0051536;GO:0140663;-					MF_02040	Iron-sulfur cluster carrier protein.		K03593;K06933
k141_5038_32813_35346_-	PF00149;PF04609	Calcineurin-like phosphoesterase;Methyl-coenzyme M reductase operon protein C			IPR004843;IPR026327;IPR011312	Calcineurin-like phosphoesterase domain, ApaH type;Methyl-coenzyme M reductase, protein C-like;Uncharacterised conserved protein UCP019164, methanogenesis	GO:0016787;-			TIGR03274	methan_mark_7: putative methanogenesis marker protein 7				K07098
